title,url,originName,editor,displayTime,summary,content
中方坚决反对美向中国台湾地区出售武器,http://cpc.people.com.cn/n1/2022/0407/c64387-32393072.html,人民网－人民日报,彭晓玲                     ,2022-04-07 00:09:00,赵立坚在回答相关提问时说，美国向中国台湾地区出售武器，严重违反一个中国原则和中美三个联合公报特别是“八·一七”公报规定，严重损害中国主权和安全利益，严重损害中美关系和台海和平稳定。,
中共中央台办发言人受权就《台湾问题与新时代中国统一事业》白皮书发表谈话,http://cpc.people.com.cn/n1/2022/0811/c64387-32499839.html,人民网－人民日报,彭静                        ,2022-08-11 00:08:00,在当前错综复杂的国际形势和台海形势下，发表该白皮书，有利于揭批“台独”分裂势力和外部势力勾连挑衅，企图损害中国主权和领土完整、阻挠破坏中国统一进程的恶劣言行，揭露他们的政治本质和险恶用心，体现中国人民维护国家主权和领土完整的决心不可动摇,
既是政治战又是外交战的第二次炮击金门,http://cpc.people.com.cn/n1/2022/1101/c443712-32556254.html,学习时报,刘圆圆                     ,2022-11-01 00:34:20,10月21日，美国国务卿杜勒斯到台湾与蒋介石会谈，中国政府遂决定再次炮击，以抗议美介入台海事务。,
多国驻华大使坚决反对佩洛西窜访中国台湾地区,http://cpc.people.com.cn/n1/2022/0808/c64387-32496690.html,人民网－人民日报,彭晓玲                     ,2022-08-08 00:07:00,叙利亚驻华大使哈桑内表示，叙利亚坚决反对佩洛西窜访台湾，此举是对中国的公然挑衅，不仅加剧台海地区紧张局势，也破坏世界和平与稳定。叙利亚谴责这一干涉中国内政、破坏中国主权和领土完整的行径。,
开历史倒车者，必将走入歧途（钟声）,http://cpc.people.com.cn/n1/2022/0815/c64387-32502344.html,人民网－人民日报,唐宋                        ,2022-08-15 00:06:00,日本这种为虎作伥的恶劣做法，包藏搞乱台海、搞乱亚太、从中渔利的险恶用心。人们不禁要问，一个“风险偏好”不断提高的日本，难道要重蹈覆辙，再次滑向以邻为壑、祸乱地区的深渊？  开历史倒车者，必将走入歧途。,
日本关西侨界就佩洛西窜台发表联合谴责声明,http://japan.people.com.cn/n1/2022/0804/c35421-32494727.html,中国驻大阪总领事馆,许文金                     ,2022-08-04 08:08:00,世界上只有一个中国，台湾是中国领土不可分割的一部分，这是国际社会的广泛共识，也是台海和平稳定的定海神针。,
日本关西侨界就佩洛西窜台发表联合谴责声明,http://cjkeizai.j.people.com.cn/n1/2022/0805/c368504-32495738.html,中国驻大阪总领事馆,张璐璐                     ,2022-08-05 09:09:08,世界上只有一个中国，台湾是中国领土不可分割的一部分，这是国际社会的广泛共识，也是台海和平稳定的定海神针。,
祖国完全统一一定要实现，也一定能够实现！,http://cpc.people.com.cn/20th/n1/2022/1020/c448334-32548727.html,新华网,杨光宇                     ,2022-10-20 12:19:00,“‘台独’破坏两岸关系，危害台海和平稳定，只会损害台湾同胞利益。”,
,http://api.weibo.com/2/statuses/go?uid=2286908003&id=4701733554750797,,人民网,2021-11-09 13:21:36,台湾是中国领土神圣而不可分割的一部分，美方行动粗暴干涉中国内...,
“重庆造”海扶刀搭中欧班列出口俄罗斯,http://cq.people.com.cn/n2/2022/0127/c402021-35116044.html,人民网－重庆频道,陈琦,2022-01-27 14:29:00,此台海扶刀聚焦超声肿瘤治疗系统将落户新西伯利亚普列多连锁综合诊所。据海扶医疗相关负责人介绍，俄罗斯的超声医学及量子医学具有世界先进水平，此次引进海扶刀聚焦超声肿瘤治疗系统则是强强联合。 　　目前，聚焦超声进入《“十四五”医疗装备产业发展规划》的七个重点发展领域，自2002年首台海扶刀设备出口到英国牛津大学，至今已进入29个国家和地区，治疗良、恶性肿瘤超过19万例。（陈琦、徐庶）,"人民网重庆1月27日电 26日,一台来自重庆的海扶刀聚焦超声肿瘤治疗系统通过中欧班列运往俄罗斯。据了解,这是中国原创具有完全知识产权的聚焦超声消融手术高端大型医疗设备首次进入俄罗斯私立医疗市场。
  新西伯利亚市位于俄罗斯的中部,是俄罗斯的第三大城市。此台海扶刀聚焦超声肿瘤治疗系统将落户新西伯利亚普列多连锁综合诊所。据海扶医疗相关负责人介绍,俄罗斯的超声医学及量子医学具有世界先进水平,此次引进海扶刀聚焦超声肿瘤治疗系统则是强强联合。
  聚焦超声消融手术是一种超声无创治疗技术,利用超声波的可聚焦性和可穿透性,将体外低强度超声波聚焦到患者体内病灶,在焦点处瞬间产生高温,使病灶组织发生不可逆的凝固性坏死,而正常组织不受损伤,从而实现不开刀、不流血、保留组织器官及其结构功能的""无创治疗""。
  近年来,海扶医疗围绕""智慧医疗""深化与共建""一带一路""国家在医疗领域的合作,为用户提供规范的和高品质的医疗服务。全球新冠疫情发生以来,海扶医疗通过全球远程医疗服务平台与全球用户的当地医疗团队连线,通过远程会诊、手术指导、疑难手术的临床支持,确保了国际应用中心超过4500例聚焦超声消融手术的医疗安全和疗效,让当地患者足不出户即可享受到来自中国的高品质医疗服务。
       目前,聚焦超声进入《""十四五""医疗装备产业发展规划》的七个重点发展领域,自2002年首台海扶刀设备出口到英国牛津大学,至今已进入29个国家和地区,治疗良、恶性肿瘤超过19万例。(陈琦、徐庶)

(责编:陈琦、刘政宁)"
,http://api.weibo.com/2/statuses/go?uid=2286908003&id=4701743692388423,,人民网,2021-11-09 14:01:53,【#东部战区组织兵力在台海方向战备警巡#，进一步检验提升多军...,
杨伯江：中日关系复杂严峻 需谨慎应对,http://japan.people.com.cn/n1/2022/0114/c35421-32331147.html,新华网,许文金                     ,2022-01-14 00:25:00,日本积极加入大国战略博弈，加强各种双多边安全合作，明显带有对华牵制意味，对台海问题的关注与介入也在增加。在杨伯江看来，从日本战略主体意识上升、强化介入台海问题上可以看出，日本的动机是多元多样的，不仅仅是追随美国那么简单。目前有三个非常清楚的趋势：一是日本正将介入中国台湾地区与牵制中国整体发展相结合；二是将台海问题与中日东海、钓鱼岛争端乃至“琉球（冲绳）问题”整体研判筹划，推动“三海联动”；三是将自身的国家战略转型、地缘政治目标与追随美国,
赵立坚：美40多年来在台湾问题上的表述已走样变味倒退,http://usa.people.com.cn/n1/2021/1116/c241376-32283412.html,人民日报客户端,戴晓宇                     ,2021-11-16 00:45:27,赵立坚说，一段时间以来，民进党当局和“台独”分裂势力推行“去中国化”，搞“一中一台”“两个中国”，勾连外部势力大搞谋“独”挑衅活动，这是台海和平稳定的最大威胁，也是当前台海局势紧张的根源。一切为“台独”撑腰打气的行径都是对中国内政的干涉，都不利于维护台海和平与稳定。美方应恪守一个中国原则和中美三个联合公报规定，慎重妥善处理台湾问题，以免损害中美关系和台海和平稳定。,
祖国完全统一一定要实现，也一定能够实现！,http://cpc.people.com.cn/20th/n1/2022/1021/c448334-32548767.html,人民网－人民日报,白宇                        ,2022-10-20 22:27:00,“‘台独’破坏两岸关系，危害台海和平稳定，只会损害台湾同胞利益。”,
王毅同美国国务卿布林肯通电话,http://usa.people.com.cn/n1/2021/1115/c241376-32282310.html,新华网,缪婉宜                     ,2021-11-15 00:53:31,王毅表示，历史和现实已充分证明，“台独”是台海和平稳定的最大威胁，任何对“台独”势力的纵容和支持，都是对台海和平的破坏，最终都将自食其果。王毅说，如果美方真想维护台海和平，就应当明确、坚定地反对任何“台独”行径，就应当信守在中美三个联合公报中作出的郑重承诺，就应当把一个中国政策落实到行动上，不再向“台独”势力发出错误信号。,
全国人大代表张荣建议：打造两岸高等教育融合发展示范区,http://npclz.people.cn/n1/2022/0722/c446148-32483278.html,,范艳新(实习生)          ,2022-03-12 02:02:00,台海网3月12日讯 2022年全国两会召开期间，全国人大代表、厦门大学校长张荣建议：“加大力度、倾斜支持福建高等教育提质创新，推动区域高等教育服务创新能力，带动引领福建打造新发展格局重要节点通道。”来源：台海网,
张志军：“九二共识”始终是改善和发展两岸关系的定海神针,http://npclz.people.cn/n1/2022/0311/c437277-32372994.html,,王梓君(实习生)          ,2022-03-10 03:57:00,当前世界百年变局加速演进，台海方向不确定不稳定性增多，“但时、势、义始终在我们这一边，我们有应对各种复杂局面的综合实力和必胜信心”。报道称，中央人民广播电台厦门节目制作室微信公众号“看台海”9日发布对张志军的专访，重申“九二共识”对两岸关系的重要意义。,
奋楫笃行，万里可期,http://lianghui.people.com.cn/2022npc/n1/2022/0310/c441810-32371168.html,人民网－人民日报海外版,王欲然                     ,2022-03-09 22:34:00,民进党当局勾连外部势力进行谋“独”挑衅，给台海和平稳定带来极大威胁。面对严峻形势，习近平总书记多次严正宣示对“台独”零容忍的坚定立场。依法打击“台独”顽固分子及其关联企业和金主、对“台独”顽固分子追究刑事责任且终身有效……许进认为，出台这些举措是为了维护台海和平稳定和两岸同胞切身利益，数典忘祖、背叛祖国、分裂国家的“台独”分子定会遭到严惩我们要团结两岸同胞，坚决反对‘台独’分裂和外部势力干涉，推动两岸关系和平发展，维护台海和平稳定。”,
海南省多个市县重点园区、重点项目、重点企业复工复产,http://hi.people.com.cn/n2/2022/0907/c231190-40113874.html,海南日报,蒋成柳,2022-09-06 23:42:37,将形成工作机制 推进复工复产 9月5日，在海马汽车海南基地的整车库内，一台台海马7X汽车缓缓驶上板车，即将整车发往广州港新沙港区，再通过滚装船出口至菲律宾。,"原标题:开足马力 按下生产快进键当前海南省本轮疫情防控工作进入扫尾阶段,部分市县已实现高质量社会面清零,逐步转入常态化疫情防控。连日来,海南多地多个重点园区、重点项目、重点企业克服多重困难,开足马力实现产业链有序复工,""拉快""复工进度条。
多市县调整防疫政策
加快员工返岗
9月5日,文昌市发布通告进一步调整省内各市县来(返)文昌人员查验工作,海南勤富集团有限公司员工的返岗步伐也加快了。
""此前受疫情影响较大,公司生产运转只能靠文昌本地员工,人手有限,产能也减少了30%左右。""海南勤富集团有限公司总经理周云峰介绍,不仅是公司员工,客户、验货人员、银行人员、设备厂家等都无法来(返)文昌,企业销售物流、投资建设等方面都受到影响。
勤富集团的罗非鱼产品远销全世界50多个国家和地区。""文昌防疫政策的调整,对于企业复工复产是不小的助力。""周云峰说,员工能更快返岗,客户等也能方便来(返)文昌,集团旗下的海南云富渔业有限公司食品加工厂近日也竣工投产,公司将加快恢复产能。
9月5日起,澄迈解除老城镇低风险区临时静态管理,有序恢复经济社会正常秩序。中电(海南)联合创新研究院有限公司员工也迫不及待回到位于海南生态软件园的公司,向着攻关目标继续前进。
在海口国家高新区药谷工业园,海南椰岛酒业发展有限公司3条生产线正开足马力生产。""目前11条生产线虽然只开了3条,但已恢复到疫情前的生产水平,与往年同期基本持平。""海南椰岛酒业公司副总经理王瑞强说,本轮疫情发生后省市有关部门积极解决企业生产难题,并专门在企业附近设置核酸检测点,方便企业员工就近采样。""目前生产基本恢复正常,200多名工人都已在岗,争取'十一'后将生产线开到五六条,将产品库存备足。""
产业链上下游发力
推动有序生产
9月6日,在洋浦经济开发区石化功能区海南汇智石化精细化工有限公司(以下简称汇智石化)中控室,10多名操作员坐在电脑前紧盯运行数据。""疫情期间,我们公司一直正常生产,产能跟7月份基本持平。""汇智石化综合部经理陈 军说。
作为海南炼化的下游企业,汇智石化主要以海南炼化生产的液化气作为原料,生产工业异辛烷、戊烷发泡剂等产品。
在疫情发生后,该公司对厂区进行封闭管理,公司一半员工全部吃住在厂区,确保生产安全有序开展。在当地多个职能部门保障生活物资的情况下,公司得以专心抓生产。
除了汇智石化,海南炼化下游企业逸盛石化、凯美特气体等多家重点石化企业在做好疫情防控的同时,生产经营均正常运行。""我们严格按照要求对厂区实行全封闭管理,公司产能没有受到影响。""凯美特气体办公室主任邹雪辉说。
目前,海南炼化已恢复90%的产能,整条石化产业链稳定运行。
据介绍,疫情期间,儋州市科工信局优先保障列入""白名单""的重点生产型企业和重大在建项目的生产运营和施工建设,优先保障企业和项目最关键岗位人员在岗。同时协调住建、投促、各办事处等单位及时疏通解决企业和项目在员工集中居住、重要生产生活物资跨区域运输通行等影响企业正常生产、项目正常施工的问题。陆续为企业发放1300余张保障物资车辆通行证,重点解决了洋浦新奥能源生物质原料运输、海南金红叶大卷生活纸车辆运输等问题,保证企业连续稳定生产。
将形成工作机制
推进复工复产
9月5日,在海马汽车海南基地的整车库内,一台台海马7X汽车缓缓驶上板车,即将整车发往广州港新沙港区,再通过滚装船出口至菲律宾。
本轮疫情发生后,在各级政府部门的大力支持下,海南海马克服零部件入岛、生产组织、产品车出口运输等一系列困难,保障企业产业链运行上的各项节点,让海马复工复产""马力十足""。
海南海马汽车有限公司董事长卢国纲表示,尽管受到疫情影响,但海马汽车加速""出海""的步伐没有减缓,预计到今年第三季度末,海马汽车海外销量将迎来累计超过10万台的里程碑。
日前,省工信厅出台《推动全省工信企业快速复工复产恢复经济发展的十条措施》,帮助海南省工信企业克服困难,促进工业经济平稳运行。
省发展改革委相关负责人介绍,目前,按照省政府要求,省发展改革委下沉一线,在儋州开展""双统筹""工作,走访企业和项目,实地解决企业困难,联合有关单位举一反三形成工作机制,推进复工复产。

(责编:蒋成柳、潘惠文)"
杨伯江：中日关系复杂严峻 需谨慎应对,http://cjkeizai.j.people.com.cn/n1/2022/0117/c368504-32333291.html,新华网,张璐璐                     ,2022-01-17 08:10:28,日本积极加入大国战略博弈，加强各种双多边安全合作，明显带有对华牵制意味，对台海问题的关注与介入也在增加。在杨伯江看来，从日本战略主体意识上升、强化介入台海问题上可以看出，日本的动机是多元多样的，不仅仅是追随美国那么简单。目前有三个非常清楚的趋势：一是日本正将介入中国台湾地区与牵制中国整体发展相结合；二是将台海问题与中日东海、钓鱼岛争端乃至“琉球（冲绳）问题”整体研判筹划，推动“三海联动”；三是将自身的国家战略转型、地缘政治目标与追随美国,
第五届海峡两岸青年发展论坛在杭州举办 汪洋致信祝贺,http://cpc.people.com.cn/n1/2022/0511/c64094-32419432.html,新华网,彭晓玲                     ,2022-05-11 04:26:00,汪洋指出，当前台海形势不确定不稳定性增多，“台独”分裂是两岸同胞携手共创美好生活的最大现实威胁，但祖国统一、民族复兴的历史车轮不可阻挡，两岸同胞共创美好生活的铿锵步伐不可阻挡。,
王毅同美国国务卿布林肯通电话,http://cpc.people.com.cn/n1/2021/1114/c64094-32281624.html,人民网－人民日报,王子锋                     ,2021-11-14 00:06:00,王毅表示，历史和现实已充分证明，“台独”是台海和平稳定的最大威胁，任何对“台独”势力的纵容和支持，都是对台海和平的破坏，最终都将自食其果。王毅说，如果美方真想维护台海和平，就应当明确、坚定地反对任何“台独”行径，就应当信守在中美三个联合公报中作出的郑重承诺，就应当把一个中国政策落实到行动上，不再向“台独”势力发出错误信号。,
中国驻日本使馆发言人就日美领导人会晤涉华消极动向表明严正立场,http://japan.people.com.cn/n1/2022/0524/c35421-32428626.html,中国新闻网,许文金                     ,2022-05-24 00:11:00,二、问：日美领导人联合声明称台海和平稳定对国际社会安全繁荣不可或缺，鼓励和平解决两岸问题。美国领导人在会见记者时应询称“不能够同意大陆武力夺取台湾的行为”。中方对此有何评论？我们敦促美方切实恪守一个中国原则和中美三个联合公报规定，在台湾问题上谨言慎行，不向“台独”分裂势力发出任何错误信号，以免严重损害中美关系和台海和平稳定。,
汪洋参加台湾代表团审议,http://cpc.people.com.cn/n1/2022/0310/c64094-32371285.html,人民网－人民日报,彭晓玲                     ,2022-03-10 00:31:00,当前世界百年变局加速演进，台海方向不确定不稳定性增多，但时、势、义始终在我们这一边，我们有应对各种复杂局面的综合实力和必胜信心。,
汪洋参加台湾代表团审议,http://lianghui.people.com.cn/2022npc/n1/2022/0309/c441810-32370993.html,新华网,白宇                        ,2022-03-09 09:49:06,当前世界百年变局加速演进，台海方向不确定不稳定性增多，但时、势、义始终在我们这一边，我们有应对各种复杂局面的综合实力和必胜信心。,
第五届海峡两岸青年发展论坛在杭州举办,http://cpc.people.com.cn/n1/2022/0512/c64094-32419880.html,人民网－人民日报,彭晓玲                     ,2022-05-12 00:11:00,汪洋指出，当前台海形势不确定不稳定性增多，“台独”分裂是两岸同胞携手共创美好生活的最大现实威胁，但祖国统一、民族复兴的历史车轮不可阻挡，两岸同胞共创美好生活的铿锵步伐不可阻挡。,
国防部：台湾是中国的事 日方的手不要伸得太长,http://cjkeizai.j.people.com.cn/n1/2022/0401/c368504-32390250.html,中国新闻网,张璐璐                     ,2022-04-01 08:35:37,台海和平稳定对日安全与国际社会稳定十分重要。鉴于乌克兰局势，日考虑通过修改《国家安保战略》，全面强化防卫力量。,
国防部：台湾是中国的事 日方的手不要伸得太长,http://japan.people.com.cn/n1/2022/0401/c35421-32389636.html,中国新闻网,许文金                     ,2022-04-01 00:45:00,台海和平稳定对日安全与国际社会稳定十分重要。鉴于乌克兰局势，日考虑通过修改《国家安保战略》，全面强化防卫力量。,
汪洋参加台湾代表团审议,http://lianghui.people.com.cn/2022npc/n1/2022/0310/c441810-32371149.html,人民网－人民日报,赵欣悦                     ,2022-03-09 22:06:00,当前世界百年变局加速演进，台海方向不确定不稳定性增多，但时、势、义始终在我们这一边，我们有应对各种复杂局面的综合实力和必胜信心。,
奋楫笃行，万里可期,http://lianghui.people.com.cn/2022npc/n1/2022/0310/c441810-32371097.html,人民网－人民日报海外版,赵欣悦                     ,2022-03-09 21:33:00,民进党当局勾连外部势力进行谋“独”挑衅，给台海和平稳定带来极大威胁。面对严峻形势，习近平总书记多次严正宣示对“台独”零容忍的坚定立场。依法打击“台独”顽固分子及其关联企业和金主、对“台独”顽固分子追究刑事责任且终身有效……许进认为，出台这些举措是为了维护台海和平稳定和两岸同胞切身利益，数典忘祖、背叛祖国、分裂国家的“台独”分子定会遭到严惩我们要团结两岸同胞，坚决反对‘台独’分裂和外部势力干涉，推动两岸关系和平发展，维护台海和平稳定。”  　　,
国台办：民进党当局用百姓血汗钱买武器只会把台湾推向灾难,http://cpc.people.com.cn/n1/2022/0209/c64387-32348202.html,人民网－人民日报,彭晓玲                     ,2022-02-09 00:13:00,本报北京2月8日电&nbsp;&nbsp;（记者江琳）国台办发言人马晓光8日应询表示，民进党当局勾连外部势力谋“独”挑衅，把台湾老百姓血汗钱用来购买武器，挽救不了“台独”必然灭亡的命运，只会加剧台海紧张动荡,
2022年对台工作会议在京召开 汪洋出席并讲话,http://cpc.people.com.cn/n1/2022/0125/c64094-32339647.html,新华网,彭晓玲                     ,2022-01-25 11:55:33,汪洋指出，2021年台海形势严峻复杂，风险挑战突出。汪洋强调，当前世界百年变局和世纪疫情交织叠加，台海方向不确定不稳定性增多。既要增强历史自信，看清祖国完全统一的时和势始终在我们这一边，又要树牢底线思维，做好应对各种风险挑战的思想准备和工作准备。,
专家：共创祖国统一、民族复兴的光荣伟业,http://sc.people.com.cn/n2/2022/0816/c345460-40082151.html,人民网－《人民日报海外版》,罗昱,2022-08-16 01:04:03,白皮书指出，民进党当局的谋“独”行径导致两岸关系紧张，危害台海和平稳定，破坏和平统一前景、挤压和平统一空间，是争取和平统一进程中必须清除的障碍。“坚决反对‘台独’是实现和平统一的内在要求。,"多位专家接受新华社记者采访时表示,国务院台湾事务办公室、国务院新闻办公室日前发表的《台湾问题与新时代中国统一事业》白皮书,回答了如何在民族复兴新征程中推进祖国完全统一的时代命题。""和平统一、一国两制""是解决台湾问题的基本方针,也是实现国家统一的最佳方式。我们愿意为和平统一创造广阔空间,但绝不为各种形式的""台独""分裂活动留下任何空间。  ""和平统一、一国两制""是实现国家统一的最佳方式  白皮书指出,""一国两制""是中国共产党和中国政府为实现和平统一作出的重要制度安排,是中国特色社会主义的一个伟大创举。以和平方式实现祖国统一,最符合包括台湾同胞在内的中华民族整体利益,最有利于中国的长期稳定发展,是中国共产党和中国政府解决台湾问题的第一选择。  ""一国两制""是一个""和平的方案、民主的方案、善意的方案、共赢的方案"",厦门大学台湾研究院院长李鹏说,""一国两制""是解决台湾问题的基本方针,体现了争取和平统一的最大诚意,最大限度维护两岸同胞的利益福祉。  白皮书指出,实现两岸和平统一,必须面对大陆和台湾社会制度与意识形态不同这一基本问题。""一国两制""正是为解决这个问题而提出的最具包容性的方案。中国人民大学两岸关系研究中心主任王英津说,""一国两制""能在确保国家主权、安全、发展利益的前提下,允许台湾实行不同于祖国大陆的社会制度,依法实行高度自治。  北京联合大学台湾研究院教授朱松岭说,""一国两制""在香港、澳门的成功实践,证明这一制度安排具有强大生命力与优越性。完全有理由相信,按照""一国两制""实现两岸和平统一,将使得台湾的发展空间更为广阔,台湾同胞的切身利益得到充分保障。  和平统一是平等协商、共议统一  白皮书指出,和平统一,是平等协商、共议统一。两岸长期存在的政治分歧问题是影响两岸关系行稳致远的总根子,总不能一代一代传下去。两岸协商谈判可以有步骤、分阶段进行,方式可灵活多样。  清华大学台湾研究院院长巫永平说,""一国两制""自提出以来,民进党当局及岛内""台独""势力始终不遗余力对其污名化、造谣抹黑。他们企图剥夺台湾同胞共同探索""两制""台湾方案的机会。此次发表的白皮书有助于台湾同胞更全面准确地认识""一国两制""内涵。  王英津说,白皮书重申""'一国两制'在台湾的具体实现形式会充分考虑台湾现实情况,会充分吸收两岸各界意见和建议,会充分照顾到台湾同胞利益和感情"",相关表述清晰具体,展现出了极大的诚意和善意。  李鹏说,白皮书提出""两岸协商谈判可以有步骤、分阶段进行,方式可灵活多样"",这是直面两岸关系历史和现实提出的务实之举。两岸长期存在的政治分歧不可能永远拖下去。广泛交换意见,寻求最大社会共识,尽可能求同化异,有助于共商推动两岸关系和平发展、融合发展的大计,丰富和平统一的实践。  两岸关系和平发展协同创新中心主任刘国深表示,相信两岸同胞对中华文化和中华民族的认同将进一步增强,两岸命运共同体的观念也将得到进一步强化。  绝不为各种形式的""台独""分裂活动留下任何空间  白皮书强调,维护包括台湾同胞在内的中华民族整体利益,必须坚决反对""台独""分裂、促进祖国和平统一。我们愿意为和平统一创造广阔空间,但绝不为各种形式的""台独""分裂活动留下任何空间。  华中师范大学台港澳与东亚研究中心学术委员会主任周志怀说,白皮书展现出中国共产党和中国人民追求祖国统一的坚定意志和坚强决心,对""挟洋谋独""""以台制华""发出警示,不仅显示中国共产党和中国政府愿意为和平统一创造广阔空间,同时也清楚表明保留采取一切必要措施的选项、绝不为各种形式的""台独""分裂活动留下任何空间的严正立场。  朱松岭说,民进党当局勾连外部势力进行谋""独""挑衅,""倚美谋独""动作频频,不断将台湾推向险境。在此形势下,白皮书有关反""独""促统的表述,有利于提振全党全国各族人民矢志追求国家统一的精气神,增强岛内和海外反""独""促统力量的信心和勇气,凝聚支持和促进祖国统一的磅礴伟力。  白皮书指出,民进党当局的谋""独""行径导致两岸关系紧张,危害台海和平稳定,破坏和平统一前景、挤压和平统一空间,是争取和平统一进程中必须清除的障碍。""坚决反对'台独'是实现和平统一的内在要求。不给'台独'留空间,才能为和平统一带来更为广阔的空间。""王英津说。  按照""一国两制""实现和平统一,台湾前景光明  白皮书强调,按照""一国两制""实现两岸和平统一,将给中国发展进步和中华民族伟大复兴奠定新的基础,将给台湾经济社会发展创造巨大机遇,将给广大台湾同胞带来实实在在的好处。  巫永平说,""台独""分裂势力和外部干涉势力出于自身私利,蠢蠢欲动,对台海局势造成冲击。两岸统一之后,各方投资者将会更有信心到台湾投资。同时,大陆的广阔市场将成为台湾发展的腹地,台湾势必会迎来更大的发展空间。  朱松岭说,民进党当局仰美国之鼻息,不惜花费巨资对美军购,白白浪费岛内纳税人的血汗钱。国家统一后,台湾的财政收入尽可用于改善民生,多为台湾民众做实事、办好事、解难事。  统一后,中国的国际影响力、感召力、塑造力将进一步增强,中华民族的自尊心、自信心、自豪感将进一步提升。受访专家指出,台湾同胞将同大陆同胞一道,共享一个伟大国家的尊严和荣耀,以做堂堂正正的中国人而骄傲和自豪。  (据新华社北京电  记者周文其、黄扬、吴济海、陈舒、许雪毅)

(责编:罗昱、高红霞)"
日本要“翻案”？不行！（观象台）,http://japan.people.com.cn/n1/2022/0607/c35421-32439880.html,人民网-人民日报海外版,许文金                     ,2022-06-07 00:21:57,近段时间，日本小动作不断，一边炒作“中俄威胁”、渲染“台海问题”，一边声称正在研究放宽防卫装备对外出口的管制；一边积极充当美国所谓“印太战略”的马前卒，一边妄言要同美国核共享，引入美核武器。,
“重庆造”海扶刀走进多米尼克 助力当地微无创医疗发展,http://cq.people.com.cn/n2/2022/0319/c367640-35182161.html,人民网－重庆频道,陈琦,2022-03-19 05:45:00,自2002年首台海扶刀设备出口到英国牛津大学，至今已出口28个国家和地区，治疗良、恶性肿瘤超过21万例。（陈琦、徐庶）,"人民网重庆3月19日电 来自重庆海扶医疗消息,日前,在多米尼克中多友谊医院成功举行中国政府捐赠的海扶刀设备启动仪式。该海扶刀设备由位于重庆两江新区的海扶医疗自主研发,是我国具有独立知识产权的大型医疗设备。

	  重庆医科大学教授、重庆海扶医院院长张炼详细介绍了""海扶刀""的工作原理,以及其在肿瘤、妇科常见病治疗领域的广泛应用。中国专家在对中多友谊医院医生进行为期2个月的培训后,还将通过聚焦超声消融手术远程服务中心持续提供有关技术支持。 

	       中多友谊医院首席执行官詹姆斯表示,海扶刀设备投入使用后进一步增强了医院服务加勒比地区、成为地区卓越中心的能力。

	  据悉,聚焦超声消融手术(FUAS)是一种超声无创治疗技术,利用超声波的可聚焦性和可穿透性,将体外低强度超声波聚焦到患者体内病灶,在焦点处瞬间产生高温,使病灶组织发生不可逆的凝固性坏死,而正常组织不受损伤,从而实现不开刀、不流血、保留组织器官及其结构功能的""无创治疗"",广泛应用于在肿瘤、妇科常见病等治疗领域。

	  自2002年首台海扶刀设备出口到英国牛津大学,至今已出口28个国家和地区,治疗良、恶性肿瘤超过21万例。(陈琦、徐庶)    

	 

	      


(责编:陈琦、刘政宁)"
日本要“翻案”？不行！（观象台）,http://cjkeizai.j.people.com.cn/n1/2022/0607/c368504-32440434.html,人民网-人民日报海外版,张璐璐                     ,2022-06-07 07:28:57,近段时间，日本小动作不断，一边炒作“中俄威胁”、渲染“台海问题”，一边声称正在研究放宽防卫装备对外出口的管制；一边积极充当美国所谓“印太战略”的马前卒，一边妄言要同美国核共享，引入美核武器。,
“台独”顽固分子清单上绝不止三人,http://cpc.people.com.cn/n1/2021/1125/c64387-32291378.html,人民网－人民日报,郑翅(实习生)             ,2021-11-25 00:18:00,本报北京11月24日电&nbsp;&nbsp;（记者江琳）国台办发言人朱凤莲24日在例行新闻发布会上表示，苏贞昌、游锡堃、吴钊燮等极少数“台独”顽固分子挑动两岸对立、破坏两岸关系、图谋分裂国家、危害台海和平在回应相关提问时，朱凤莲表示，是否坚持一个中国原则和“九二共识”，反对还是支持“台独”分裂，都是两岸关系大是大非的问题，攸关台海地区和平稳定和每位台湾民众的安全和福祉，本来就没有任何模糊的空间。,
2022年对台工作会议在京召开,http://cpc.people.com.cn/n1/2022/0126/c64094-32339894.html,人民网－人民日报,王潇潇                     ,2022-01-26 00:18:00,汪洋指出，2021年台海形势严峻复杂，风险挑战突出。汪洋强调，当前世界百年变局和世纪疫情交织叠加，台海方向不确定不稳定性增多。既要增强历史自信，看清祖国完全统一的时和势始终在我们这一边，又要树牢底线思维，做好应对各种风险挑战的思想准备和工作准备。,
从道理学理哲理解读世界百年未有之大变局,http://theory.people.com.cn/n1/2022/0926/c40531-32533784.html,光明日报,代晓灵                     ,2022-09-26 00:17:00,从发起中美贸易摩擦到制造台海紧张局势，美国的疯狂举动来自美国的焦虑。作者指出，如果在中美博弈方面抱有不切实际的幻想，寄希望于美国幡然醒悟，根本就不符合唯物史观。世界又站在历史的十字路口。,
